model_name,model_id,vocab_size,log2_vocab,BPB,bits_per_token,avg_bytes_per_token,perplexity,model_type,source_lang,target_lang,stars,quality_label,status,error_msg,eval_time_sec
Helsinki-NLP/opus-mt-tc-big-itc-itc,tc-big-itc-itc,35283,15.107,4.60854,13.0469,2.831,8462.8752,translation,tc,itc,2.1666666666666665,Fair,success,,31.7
Helsinki-NLP/opus-mt-tc-big-itc-itc,tcbig-itc-itc,35283,15.107,4.60854,13.0469,2.831,8462.8752,translation,tcbig,itc,1.3333333333333333,Basic,success,,31.0
Helsinki-NLP/opus-mt-tc-base-gmw-gmw,tc-base-gmw-gmw,35452,15.114,4.401628,15.6687,3.5597,52088.3602,translation,tc,gmw,4.666666666666667,Gold Standard,success,,28.2
Helsinki-NLP/opus-mt-gmw-gmw,gmw-gmw,35464,15.114,3.834154,13.6591,3.5625,12936.0419,translation,gmw,gmw,4.5,Gold Standard,success,,23.0
Helsinki-NLP/opus-mt-tc-big-gmw-gmw,tcbig-gmw-gmw,35698,15.124,3.357038,12.6851,3.7786,6585.3897,translation,tcbig,gmw,5.0,Gold Standard,success,,27.0
Helsinki-NLP/opus-mt-tc-big-gmw-gmw,tc-big-gmw-gmw,35698,15.124,3.357038,12.6851,3.7786,6585.3897,translation,tc,gmw,5.0,Gold Standard,success,,27.0
Helsinki-NLP/opus-mt-ber-en,ber-en,36048,15.138,5.384861,13.2954,2.469,10053.2505,translation,ber,en,5.0,Gold Standard,success,,31.2
Helsinki-NLP/opus-mt-en-ber,en-ber,36048,15.138,4.773976,15.7564,3.3005,55354.6758,translation,en,ber,5.0,Gold Standard,success,,27.6
Helsinki-NLP/opus-mt-tc-big-zle-zle,tc-big-zle-zle,36263,15.146,6.265259,13.7233,2.1904,13525.0119,translation,tc,zle,1.8333333333333333,Basic,success,,48.5
Helsinki-NLP/opus-mt-tc-big-zle-zle,tcbig-zle-zle,36263,15.146,6.265259,13.7233,2.1904,13525.0119,translation,tcbig,zle,1.3333333333333333,Basic,success,,36.1
Helsinki-NLP/opus-mt-itc-itc,itc-itc,36547,15.157,5.279627,15.4458,2.9256,44633.5364,translation,itc,itc,3.5,Good,success,,24.4
Helsinki-NLP/opus-mt-zh-uk,zh-uk,36936,15.173,5.097688,12.2837,2.4097,4985.986,translation,zh,uk,5.0,Gold Standard,success,,29.4
Helsinki-NLP/opus-mt-gem-gem,gem-gem,37745,15.204,4.21235,14.3956,3.4175,21552.2827,translation,gem,gem,5.0,Gold Standard,success,,23.6
Helsinki-NLP/opus-mt-wls-en,wls-en,37757,15.204,6.182407,14.1916,2.2955,18710.8596,translation,wls,en,5.0,Gold Standard,success,,32.9
Helsinki-NLP/opus-mt-sla-sla,sla-sla,38182,15.221,5.869869,14.4802,2.4669,22855.088,translation,sla,sla,4.666666666666667,Gold Standard,success,,32.4
Helsinki-NLP/opus-mt-tvl-en,tvl-en,38380,15.228,6.268743,14.9227,2.3805,31057.9713,translation,tvl,en,5.0,Gold Standard,success,,29.0
Helsinki-NLP/opus-mt-en-tvl,en-tvl,38380,15.228,3.845786,14.611,3.7992,25023.4857,translation,en,tvl,5.0,Gold Standard,success,,23.1
Helsinki-NLP/opus-mt-tc-bible-big-gmw-deu_eng_nld,tc-bible-big-gmw-deu_eng_nld,39447,15.268,2.967003,11.186,3.7701,2329.858,translation,tc,deu_eng_nld,5.0,Gold Standard,success,,32.9
Helsinki-NLP/opus-mt-tc-bible-big-gmw-deu_eng_nld,tcbig-bible_gmw-deu_eng_nld,39447,15.268,2.967003,11.186,3.7701,2329.858,translation,tcbig,deu_eng_nld,5.0,Gold Standard,success,,28.7
Helsinki-NLP/opus-mt-tc-bible-big-itc-fra_ita_por_spa,tc-bible-big-itc-fra_ita_por_spa,39825,15.281,4.183253,11.7604,2.8113,3469.2125,translation,tc,fra_ita_por_spa,1.1666666666666667,Basic,success,,33.6
Helsinki-NLP/opus-mt-tc-bible-big-itc-fra_ita_por_spa,tcbig-bible_itc-fra_ita_por_spa,39825,15.281,4.183253,11.7604,2.8113,3469.2125,translation,tcbig,fra_ita_por_spa,1.0,Basic,success,,35.8
Helsinki-NLP/opus-mt-wls-sv,wls-sv,39948,15.286,6.500888,14.3749,2.2112,21245.3964,translation,wls,sv,5.0,Gold Standard,success,,38.3
Helsinki-NLP/opus-mt-sv-wls,sv-wls,39948,15.286,5.499013,13.717,2.4944,13465.3161,translation,sv,wls,5.0,Gold Standard,success,,33.9
Helsinki-NLP/opus-mt-wls-fr,wls-fr,41127,15.328,6.427125,14.3187,2.2279,20433.8664,translation,wls,fr,5.0,Gold Standard,success,,31.2
Helsinki-NLP/opus-mt-fr-wls,fr-wls,41127,15.328,5.874445,14.1976,2.4168,18788.8263,translation,fr,wls,5.0,Gold Standard,success,,28.5
Helsinki-NLP/opus-mt-yap-en,yap-en,41585,15.344,5.024798,13.2825,2.6434,9963.7919,translation,yap,en,5.0,Gold Standard,success,,29.6
Helsinki-NLP/opus-mt-es-wls,es-wls,41820,15.352,6.618605,15.0452,2.2732,33810.6219,translation,es,wls,5.0,Gold Standard,success,,35.6
Helsinki-NLP/opus-mt-tvl-sv,tvl-sv,41896,15.355,6.817524,15.658,2.2967,51705.4178,translation,tvl,sv,5.0,Gold Standard,success,,29.9
Helsinki-NLP/opus-mt-sv-tvl,sv-tvl,41896,15.355,5.546951,13.6849,2.4671,13169.7111,translation,sv,tvl,5.0,Gold Standard,success,,41.6
Helsinki-NLP/opus-mt-en-pis,en-pis,42010,15.358,3.764101,14.6195,3.8839,25170.8184,translation,en,pis,5.0,Gold Standard,success,,22.3
Helsinki-NLP/opus-mt-pis-en,pis-en,42010,15.358,4.905868,14.8938,3.0359,30441.8739,translation,pis,en,5.0,Gold Standard,success,,25.2
Helsinki-NLP/opus-mt-niu-en,niu-en,42155,15.363,6.023891,14.7538,2.4492,27626.3285,translation,niu,en,5.0,Gold Standard,success,,30.4
Helsinki-NLP/opus-mt-en-niu,en-niu,42155,15.363,3.996592,15.3106,3.8309,40639.279,translation,en,niu,5.0,Gold Standard,success,,22.6
Helsinki-NLP/opus-mt-tvl-fr,tvl-fr,42333,15.369,6.040126,14.4199,2.3874,21919.5211,translation,tvl,fr,5.0,Gold Standard,success,,29.3
Helsinki-NLP/opus-mt-fr-tvl,fr-tvl,42333,15.369,5.717115,13.5355,2.3675,11873.5573,translation,fr,tvl,5.0,Gold Standard,success,,30.4
Helsinki-NLP/opus-mt-fi-wls,fi-wls,42342,15.37,7.213629,13.8481,1.9197,14746.8395,translation,fi,wls,5.0,Gold Standard,success,,32.1
Helsinki-NLP/opus-mt-en-ho,en-ho,42463,15.374,3.923727,15.0897,3.8458,34871.1463,translation,en,ho,5.0,Gold Standard,success,,21.9
Helsinki-NLP/opus-mt-ho-en,ho-en,42463,15.374,5.351666,13.957,2.608,15902.5473,translation,ho,en,5.0,Gold Standard,success,,30.8
Helsinki-NLP/opus-mt-es-tvl,es-tvl,42688,15.382,6.021284,13.6589,2.2684,12934.6162,translation,es,tvl,5.0,Gold Standard,success,,34.5
Helsinki-NLP/opus-mt-tvl-es,tvl-es,42688,15.382,6.184896,14.7026,2.3772,26663.8937,translation,tvl,es,5.0,Gold Standard,success,,28.4
Helsinki-NLP/opus-mt-ine-ine,ine-ine,42741,15.383,4.160531,13.5846,3.2651,12284.7627,translation,ine,ine,5.0,Gold Standard,success,,30.2
Helsinki-NLP/opus-mt-en-tiv,en-tiv,43019,15.393,3.993606,15.3043,3.8322,40463.1696,translation,en,tiv,5.0,Gold Standard,success,,28.0
Helsinki-NLP/opus-mt-tiv-en,tiv-en,43019,15.393,5.823837,13.7996,2.3695,14259.2599,translation,tiv,en,5.0,Gold Standard,success,,36.4
Helsinki-NLP/opus-mt-tvl-fi,tvl-fi,43544,15.41,6.321127,15.0521,2.3812,33973.4294,translation,tvl,fi,5.0,Gold Standard,success,,29.2
Helsinki-NLP/opus-mt-fi-tvl,fi-tvl,43544,15.41,6.623938,12.6476,1.9094,6416.6354,translation,fi,tvl,5.0,Gold Standard,success,,37.0
Helsinki-NLP/opus-mt-en-crs,en-crs,43620,15.413,3.910312,14.8722,3.8033,29989.1251,translation,en,crs,5.0,Gold Standard,success,,26.8
Helsinki-NLP/opus-mt-crs-en,crs-en,43620,15.413,6.101364,15.5178,2.5433,46916.1615,translation,crs,en,5.0,Gold Standard,success,,30.5
Helsinki-NLP/opus-mt-niu-sv,niu-sv,43716,15.416,5.774666,14.0296,2.4295,16723.0697,translation,niu,sv,5.0,Gold Standard,success,,38.8
Helsinki-NLP/opus-mt-sv-niu,sv-niu,43716,15.416,5.30096,12.836,2.4214,7311.5404,translation,sv,niu,5.0,Gold Standard,success,,35.3
Helsinki-NLP/opus-mt-sg-en,sg-en,43822,15.419,5.486417,13.8408,2.5227,14672.1742,translation,sg,en,5.0,Gold Standard,success,,29.5
Helsinki-NLP/opus-mt-en-sg,en-sg,43822,15.419,3.682091,14.1534,3.8438,18222.0006,translation,en,sg,5.0,Gold Standard,success,,29.1
Helsinki-NLP/opus-mt-fr-sg,fr-sg,43886,15.421,5.274876,12.5311,2.3756,5918.99,translation,fr,sg,5.0,Gold Standard,success,,33.5
Helsinki-NLP/opus-mt-sg-fr,sg-fr,43886,15.421,5.389831,13.6057,2.5243,12466.2578,translation,sg,fr,5.0,Gold Standard,success,,34.4
Helsinki-NLP/opus-mt-sv-ho,sv-ho,44341,15.436,5.806407,13.6439,2.3498,12800.6855,translation,sv,ho,5.0,Gold Standard,success,,28.5
Helsinki-NLP/opus-mt-niu-de,niu-de,44948,15.456,5.633224,13.6417,2.4216,12780.6046,translation,niu,de,5.0,Gold Standard,success,,35.5
Helsinki-NLP/opus-mt-de-niu,de-niu,44948,15.456,5.740402,12.4837,2.1747,5727.4272,translation,de,niu,5.0,Gold Standard,success,,28.0
Helsinki-NLP/opus-mt-fr-ho,fr-ho,44995,15.457,5.72462,13.6511,2.3846,12864.1179,translation,fr,ho,5.0,Gold Standard,success,,39.5
Helsinki-NLP/opus-mt-en-iso,en-iso,45029,15.459,3.878662,14.8842,3.8375,30241.2259,translation,en,iso,5.0,Gold Standard,success,,25.9
Helsinki-NLP/opus-mt-iso-en,iso-en,45029,15.459,5.75836,14.0998,2.4486,17557.268,translation,iso,en,5.0,Gold Standard,success,,28.1
Helsinki-NLP/opus-mt-fr-niu,fr-niu,45041,15.459,5.215159,12.3421,2.3666,5192.1425,translation,fr,niu,5.0,Gold Standard,success,,31.5
Helsinki-NLP/opus-mt-niu-fr,niu-fr,45041,15.459,5.538381,13.4618,2.4306,11282.1173,translation,niu,fr,5.0,Gold Standard,success,,28.7
Helsinki-NLP/opus-mt-yap-sv,yap-sv,45123,15.462,5.511607,14.5104,2.6327,23337.691,translation,yap,sv,5.0,Gold Standard,success,,27.7
Helsinki-NLP/opus-mt-sv-yap,sv-yap,45123,15.462,5.370714,13.0008,2.4207,8196.6691,translation,sv,yap,5.0,Gold Standard,success,,30.6
Helsinki-NLP/opus-mt-es-ho,es-ho,45168,15.463,5.607532,13.0571,2.3285,8522.9856,translation,es,ho,5.0,Gold Standard,success,,32.6
Helsinki-NLP/opus-mt-sv-tiv,sv-tiv,45188,15.464,5.271056,12.6549,2.4008,6449.0777,translation,sv,tiv,5.0,Gold Standard,success,,36.7
Helsinki-NLP/opus-mt-tiv-sv,tiv-sv,45188,15.464,6.112391,14.4678,2.367,22659.7758,translation,tiv,sv,5.0,Gold Standard,success,,35.9
Helsinki-NLP/opus-mt-tc-bible-big-roa-deu_eng_fra_por_spa,tc-bible-big-roa-deu_eng_fra_por_spa,45245,15.465,4.506048,12.9765,2.8798,8059.6981,translation,tc,deu_eng_fra_por_spa,0.5,Experimental,success,,33.7
Helsinki-NLP/opus-mt-tc-bible-big-roa-deu_eng_fra_por_spa,tcbig-bible_roa-deu_eng_fra_por_spa,45245,15.465,4.506048,12.9765,2.8798,8059.6981,translation,tcbig,deu_eng_fra_por_spa,0.5,Experimental,success,,32.3
Helsinki-NLP/opus-mt-de-ho,de-ho,45292,15.467,5.979506,13.1887,2.2057,9336.7403,translation,de,ho,5.0,Gold Standard,success,,28.8
Helsinki-NLP/opus-mt-niu-es,niu-es,45309,15.468,5.524307,13.4594,2.4364,11263.7036,translation,niu,es,5.0,Gold Standard,success,,31.7
Helsinki-NLP/opus-mt-es-niu,es-niu,45309,15.468,5.352821,12.1983,2.2789,4699.474,translation,es,niu,5.0,Gold Standard,success,,28.3
Helsinki-NLP/opus-mt-sv-sg,sv-sg,45336,15.468,5.068716,12.1807,2.4031,4642.5612,translation,sv,sg,5.0,Gold Standard,success,,26.8
Helsinki-NLP/opus-mt-sg-sv,sg-sv,45336,15.468,5.60477,14.1488,2.5244,18163.9624,translation,sg,sv,5.0,Gold Standard,success,,27.4
Helsinki-NLP/opus-mt-tc-bible-big-itc-deu_eng_fra_por_spa,tcbig-bible_itc-deu_eng_fra_por_spa,45341,15.469,5.049718,14.579,2.8871,24475.0026,translation,tcbig,deu_eng_fra_por_spa,4.166666666666667,High Quality,success,,36.1
Helsinki-NLP/opus-mt-tc-bible-big-itc-deu_eng_fra_por_spa,tc-bible-big-itc-deu_eng_fra_por_spa,45341,15.469,5.049718,14.579,2.8871,24475.0026,translation,tc,deu_eng_fra_por_spa,4.166666666666667,High Quality,success,,34.9
Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-roa,tcbig-bible_deu_eng_fra_por_spa-roa,45376,15.47,3.42162,12.9371,3.781,7842.7634,translation,tcbig,roa,5.0,Gold Standard,success,,32.5
Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-roa,tc-bible-big-deu_eng_fra_por_spa-roa,45376,15.47,3.42162,12.9371,3.781,7842.7634,translation,tc,roa,5.0,Gold Standard,success,,29.0
Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-itc,tcbig-bible_deu_eng_fra_por_spa-itc,45448,15.472,3.579484,13.5469,3.7846,11967.8094,translation,tcbig,itc,5.0,Gold Standard,success,,30.4
Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-itc,tc-bible-big-deu_eng_fra_por_spa-itc,45448,15.472,3.579484,13.5469,3.7846,11967.8094,translation,tc,itc,5.0,Gold Standard,success,,30.9
Helsinki-NLP/opus-mt-niu-fi,niu-fi,45655,15.478,6.324423,15.3103,2.4208,40630.7786,translation,niu,fi,5.0,Gold Standard,success,,34.8
Helsinki-NLP/opus-mt-fi-niu,fi-niu,45655,15.478,7.154642,13.7081,1.916,13382.4688,translation,fi,niu,5.0,Gold Standard,success,,34.9
Helsinki-NLP/opus-mt-yap-fr,yap-fr,45779,15.482,5.690276,14.9421,2.6259,31478.0086,translation,yap,fr,5.0,Gold Standard,success,,27.7
Helsinki-NLP/opus-mt-fr-yap,fr-yap,45779,15.482,5.414206,12.6853,2.343,6586.445,translation,fr,yap,5.0,Gold Standard,success,,33.4
Helsinki-NLP/opus-mt-tiv-fr,tiv-fr,45828,15.484,6.027509,14.2659,2.3668,19700.4465,translation,tiv,fr,5.0,Gold Standard,success,,29.6
Helsinki-NLP/opus-mt-fr-tiv,fr-tiv,45828,15.484,5.465534,12.8463,2.3504,7364.3118,translation,fr,tiv,5.0,Gold Standard,success,,39.2
Helsinki-NLP/opus-mt-sv-crs,sv-crs,46013,15.49,5.512844,13.4642,2.4423,11301.2353,translation,sv,crs,5.0,Gold Standard,success,,27.8
Helsinki-NLP/opus-mt-crs-sv,crs-sv,46013,15.49,5.615007,14.1925,2.5276,18722.9293,translation,crs,sv,5.0,Gold Standard,success,,29.3
Helsinki-NLP/opus-mt-es-yua,es-yua,46028,15.49,5.478157,12.5967,2.2994,6194.0294,translation,es,yua,5.0,Gold Standard,success,,36.4
Helsinki-NLP/opus-mt-sg-es,sg-es,46098,15.492,5.306388,13.4296,2.5308,11033.5376,translation,sg,es,5.0,Gold Standard,success,,31.7
Helsinki-NLP/opus-mt-es-sg,es-sg,46098,15.492,5.351153,12.2919,2.2971,5014.5816,translation,es,sg,5.0,Gold Standard,success,,32.0
Helsinki-NLP/opus-mt-fi-ho,fi-ho,46197,15.496,6.803247,13.4524,1.9774,11209.6051,translation,fi,ho,5.0,Gold Standard,success,,33.7
Helsinki-NLP/opus-mt-en-jap,en-jap,46276,15.498,5.888957,17.6772,3.0017,209584.544,translation,en,jap,5.0,Gold Standard,success,,27.2
Helsinki-NLP/opus-mt-jap-en,jap-en,46276,15.498,5.66992,15.6905,2.7673,52883.4552,translation,jap,en,5.0,Gold Standard,success,,24.2
Helsinki-NLP/opus-mt-crs-fr,crs-fr,46774,15.513,5.354314,13.5656,2.5336,12124.3635,translation,crs,fr,5.0,Gold Standard,success,,34.0
Helsinki-NLP/opus-mt-fr-crs,fr-crs,46774,15.513,5.620823,13.4326,2.3898,11056.6728,translation,fr,crs,5.0,Gold Standard,success,,33.7
Helsinki-NLP/opus-mt-iso-sv,iso-sv,46804,15.514,5.918464,14.488,2.4479,22977.9521,translation,iso,sv,5.0,Gold Standard,success,,26.1
Helsinki-NLP/opus-mt-sv-iso,sv-iso,46804,15.514,5.379128,12.7161,2.364,6728.822,translation,sv,iso,5.0,Gold Standard,success,,28.4
Helsinki-NLP/opus-mt-fi-tiv,fi-tiv,46956,15.519,6.96063,13.2782,1.9076,9934.3418,translation,fi,tiv,5.0,Gold Standard,success,,36.1
Helsinki-NLP/opus-mt-mos-en,mos-en,47022,15.521,6.344187,14.3633,2.264,21075.7077,translation,mos,en,5.0,Gold Standard,success,,28.0
Helsinki-NLP/opus-mt-en-mos,en-mos,47022,15.521,4.017311,15.2727,3.8017,39585.2062,translation,en,mos,5.0,Gold Standard,success,,22.8
Helsinki-NLP/opus-mt-fi-yap,fi-yap,47161,15.525,6.428596,12.6239,1.9637,6312.1485,translation,fi,yap,5.0,Gold Standard,success,,33.3
Helsinki-NLP/opus-mt-SCANDINAVIA-SCANDINAVIA,SCANDINAVIA-SCANDINAVIA,47231,15.527,4.65159,13.2314,2.8445,9617.0058,translation,SCANDINAVIA,SCANDINAVIA,4.166666666666667,High Quality,success,,25.5
Helsinki-NLP/opus-mt-crs-de,crs-de,47285,15.529,5.310826,13.3876,2.5208,10716.9447,translation,crs,de,5.0,Gold Standard,success,,26.9
Helsinki-NLP/opus-mt-de-crs,de-crs,47285,15.529,5.881471,12.973,2.2057,8040.2514,translation,de,crs,5.0,Gold Standard,success,,32.1
Helsinki-NLP/opus-mt-crs-es,crs-es,47319,15.53,4.985828,12.6594,2.5391,6469.3854,translation,crs,es,5.0,Gold Standard,success,,26.8
Helsinki-NLP/opus-mt-es-crs,es-crs,47319,15.53,6.062728,13.3873,2.2081,10714.8479,translation,es,crs,5.0,Gold Standard,success,,30.3
Helsinki-NLP/opus-mt-kg-en,kg-en,47322,15.53,5.385465,13.3529,2.4794,10461.862,translation,kg,en,5.0,Gold Standard,success,,28.8
Helsinki-NLP/opus-mt-en-kg,en-kg,47322,15.53,3.895055,14.8837,3.8212,30231.0554,translation,en,kg,5.0,Gold Standard,success,,21.9
Helsinki-NLP/opus-mt-iso-fr,iso-fr,47351,15.531,5.911846,14.4701,2.4477,22695.9091,translation,iso,fr,5.0,Gold Standard,success,,30.1
Helsinki-NLP/opus-mt-fr-iso,fr-iso,47351,15.531,5.381089,12.5645,2.3349,6057.5429,translation,fr,iso,5.0,Gold Standard,success,,30.0
Helsinki-NLP/opus-mt-fi-sg,fi-sg,47482,15.535,5.704949,11.3081,1.9822,2535.5181,translation,fi,sg,5.0,Gold Standard,success,,31.6
Helsinki-NLP/opus-mt-sg-fi,sg-fi,47482,15.535,5.442841,13.8094,2.5372,14355.8921,translation,sg,fi,5.0,Gold Standard,success,,29.7
Helsinki-NLP/opus-mt-ht-sv,ht-sv,47526,15.536,5.56789,14.0504,2.5235,16966.3906,translation,ht,sv,5.0,Gold Standard,success,,33.0
Helsinki-NLP/opus-mt-sv-ht,sv-ht,47526,15.536,4.889144,12.0597,2.4666,4268.9968,translation,sv,ht,5.0,Gold Standard,success,,28.5
Helsinki-NLP/opus-mt-iso-es,iso-es,47550,15.537,5.669316,13.8626,2.4452,14895.5759,translation,iso,es,5.0,Gold Standard,success,,28.6
Helsinki-NLP/opus-mt-es-iso,es-iso,47550,15.537,5.329228,12.3672,2.3206,5283.0903,translation,es,iso,5.0,Gold Standard,success,,32.0
Helsinki-NLP/opus-mt-fr-mfe,fr-mfe,47636,15.54,5.600972,13.4388,2.3994,11104.121,translation,fr,mfe,5.0,Gold Standard,success,,27.8
Helsinki-NLP/opus-mt-de-iso,de-iso,47660,15.54,5.579774,12.0782,2.1646,4324.0907,translation,de,iso,5.0,Gold Standard,success,,33.9
Helsinki-NLP/opus-mt-en-ht,en-ht,47809,15.545,3.371821,13.0721,3.8769,8611.8401,translation,en,ht,5.0,Gold Standard,success,,25.7
Helsinki-NLP/opus-mt-ht-en,ht-en,47809,15.545,5.124905,13.6686,2.6671,13021.2584,translation,ht,en,5.0,Gold Standard,success,,28.1
Helsinki-NLP/opus-mt-bzs-en,bzs-en,47919,15.548,6.57332,15.3143,2.3298,40745.2509,translation,bzs,en,5.0,Gold Standard,success,,30.5
Helsinki-NLP/opus-mt-en-bzs,en-bzs,47919,15.548,4.366267,15.7544,3.6082,55279.0851,translation,en,bzs,5.0,Gold Standard,success,,39.3
Helsinki-NLP/opus-mt-tc-bible-big-gmw-deu_eng_fra_por_spa,tc-bible-big-gmw-deu_eng_fra_por_spa,47963,15.55,3.305234,12.6568,3.8293,6457.5214,translation,tc,deu_eng_fra_por_spa,0.16666666666666666,Experimental,success,,32.0
Helsinki-NLP/opus-mt-tc-bible-big-gmw-deu_eng_fra_por_spa,tcbig-bible_gmw-deu_eng_fra_por_spa,47963,15.55,3.305234,12.6568,3.8293,6457.5214,translation,tcbig,deu_eng_fra_por_spa,0.6666666666666666,Experimental,success,,33.3
Helsinki-NLP/opus-mt-pis-sv,pis-sv,47967,15.55,4.786102,14.5384,3.0376,23795.5278,translation,pis,sv,5.0,Gold Standard,success,,24.7
Helsinki-NLP/opus-mt-sv-pis,sv-pis,47967,15.55,4.977788,12.0456,2.4199,4227.4241,translation,sv,pis,5.0,Gold Standard,success,,29.8
Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-gmw,tc-bible-big-deu_eng_fra_por_spa-gmw,48183,15.556,3.067549,11.3854,3.7116,2675.1366,translation,tc,gmw,3.1666666666666665,Good,success,,30.6
Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-gmw,tcbig-bible_deu_eng_fra_por_spa-gmw,48183,15.556,3.067549,11.3854,3.7116,2675.1366,translation,tcbig,gmw,3.1666666666666665,Good,success,,31.3
Helsinki-NLP/opus-mt-crs-fi,crs-fi,48214,15.557,6.009041,15.1796,2.5261,37112.0807,translation,crs,fi,5.0,Gold Standard,success,,30.0
Helsinki-NLP/opus-mt-fi-crs,fi-crs,48214,15.557,6.944542,13.1254,1.89,8935.9856,translation,fi,crs,5.0,Gold Standard,success,,31.7
Helsinki-NLP/opus-mt-fr-pis,fr-pis,48358,15.561,5.32057,12.6284,2.3735,6331.8072,translation,fr,pis,5.0,Gold Standard,success,,33.9
Helsinki-NLP/opus-mt-pis-fr,pis-fr,48358,15.561,4.484597,13.6075,3.0343,12481.241,translation,pis,fr,5.0,Gold Standard,success,,37.2
Helsinki-NLP/opus-mt-zai-es,zai-es,48431,15.564,5.535751,13.1815,2.3812,9290.164,translation,zai,es,5.0,Gold Standard,success,,31.8
Helsinki-NLP/opus-mt-es-zai,es-zai,48431,15.564,5.402553,12.616,2.3352,6277.5214,translation,es,zai,5.0,Gold Standard,success,,29.1
Helsinki-NLP/opus-mt-fi-iso,fi-iso,48544,15.567,6.668839,12.6343,1.8945,6357.9158,translation,fi,iso,4.5,Gold Standard,success,,32.3
Helsinki-NLP/opus-mt-iso-fi,iso-fi,48544,15.567,6.284869,15.3615,2.4442,42098.9257,translation,iso,fi,5.0,Gold Standard,success,,29.9
Helsinki-NLP/opus-mt-ase-sv,ase-sv,48742,15.573,3.894746,14.2125,3.6492,18984.5133,translation,ase,sv,5.0,Gold Standard,success,,23.4
Helsinki-NLP/opus-mt-sv-ase,sv-ase,48742,15.573,5.814562,14.0088,2.4093,16484.337,translation,sv,ase,5.0,Gold Standard,success,,30.4
Helsinki-NLP/opus-mt-en_el_es_fi-en_el_es_fi,en_el_es_fi-en_el_es_fi,48824,15.575,3.600629,13.5939,3.7754,12364.2508,translation,en_el_es_fi,en_el_es_fi,0.5,Experimental,success,,25.8
Helsinki-NLP/opus-mt-tc-bible-big-gem-deu_eng_fra_por_spa,tc-bible-big-gem-deu_eng_fra_por_spa,48859,15.576,3.087689,11.4715,3.7152,2839.5573,translation,tc,deu_eng_fra_por_spa,0.16666666666666666,Experimental,success,,31.8
Helsinki-NLP/opus-mt-tc-bible-big-gem-deu_eng_fra_por_spa,tcbig-bible_gem-deu_eng_fra_por_spa,48859,15.576,3.087689,11.4715,3.7152,2839.5573,translation,tcbig,deu_eng_fra_por_spa,0.5,Experimental,success,,32.6
Helsinki-NLP/opus-mt-mfe-en,mfe-en,48883,15.577,5.299956,14.051,2.6512,16973.4785,translation,mfe,en,5.0,Gold Standard,success,,30.6
Helsinki-NLP/opus-mt-en-mfe,en-mfe,48883,15.577,4.019276,15.2518,3.7947,39017.2807,translation,en,mfe,5.0,Gold Standard,success,,24.4
Helsinki-NLP/opus-mt-kg-fr,kg-fr,48888,15.577,5.991322,15.0057,2.5046,32897.5206,translation,kg,fr,5.0,Gold Standard,success,,31.0
Helsinki-NLP/opus-mt-fr-kg,fr-kg,48888,15.577,5.715941,13.638,2.386,12748.3271,translation,fr,kg,5.0,Gold Standard,success,,28.7
Helsinki-NLP/opus-mt-de-pis,de-pis,48977,15.58,5.469651,12.3105,2.2507,5079.7096,translation,de,pis,5.0,Gold Standard,success,,27.8
Helsinki-NLP/opus-mt-de-ht,de-ht,49000,15.58,5.617657,12.5227,2.2292,5884.6023,translation,de,ht,5.0,Gold Standard,success,,34.6
Helsinki-NLP/opus-mt-sv-mos,sv-mos,49003,15.581,5.507382,13.3493,2.4239,10435.8377,translation,sv,mos,5.0,Gold Standard,success,,32.0
Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-gem,tcbig-bible_deu_eng_fra_por_spa-gem,49013,15.581,2.93219,10.8412,3.6973,1834.5845,translation,tcbig,gem,5.0,Gold Standard,success,,34.6
Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-gem,tc-bible-big-deu_eng_fra_por_spa-gem,49013,15.581,2.93219,10.8412,3.6973,1834.5845,translation,tc,gem,5.0,Gold Standard,success,,29.0
Helsinki-NLP/opus-mt-pis-es,pis-es,49022,15.581,4.904697,14.8555,3.0288,29644.5769,translation,pis,es,5.0,Gold Standard,success,,25.0
Helsinki-NLP/opus-mt-es-pis,es-pis,49022,15.581,5.035017,11.7192,2.3275,3371.4714,translation,es,pis,5.0,Gold Standard,success,,28.3
Helsinki-NLP/opus-mt-fr-ht,fr-ht,49027,15.581,5.218476,12.6206,2.4184,6297.6399,translation,fr,ht,5.0,Gold Standard,success,,29.3
